id,question_id,created,updated,content,creator,is_spam,num_helpful,num_unhelpful
1747487,1521725,2025-07-09T01:35:06.358169Z,2025-07-09T01:35:06.358174Z,"<p>You might be seeing the kind of issue that happens when the sending app is 32-bit but TB is 64-bit: </p><p><a href=""https://support.mozilla.org/en-US/questions/1520249#answer-1746126"" rel=""nofollow"">https://support.mozilla.org/en-US/questions/1520249#answer-1746126</a> </p>",sfhowes,False,0,0
1747538,1521767,2025-07-09T06:51:27.253352Z,2025-07-09T06:51:27.253358Z,"<p>Per poter inquadrare il problema prova a fornire queste informazioni: </p> <ol><li> Versione di Thunderbird </li><li> Versione del sistema operativo </li><li> Provider delle caselle email (Gmail, Libero, Hotmail, etc.) </li><li> Tipologia di account (POP3, IMAP) </li><li> Estensioni installate </li><li> Messaggi di errore che vengono visualizzati durante l'utilizzo di Thunderbird </li><li> Software di sicurezza eventualmente presenti (Antivirus e simili) </li><li> Screenshot del problema (se utile a chiarire il contesto) </li></ol>",'@next,False,0,0
1747571,1521789,2025-07-09T11:28:33.686839Z,2025-07-09T11:28:33.686847Z,"<p>Voor problemen met verzenden kunt u dit artikel raadplegen: <a href=""https://support.mozilla.org/nl/kb/kan-geen-berichten-verzenden"" rel=""nofollow"">https://support.mozilla.org/nl/kb/kan-geen-berichten-verzenden</a>. De toepasselijke gegevens van Telenet kunt u hier terug vinden: <a href=""https://www2.telenet.be/residential/nl/klantenservice/internet/e-mail/e-mail-instellen.html"" rel=""nofollow"">https://www2.telenet.be/residential/nl/klantenservice/internet/e-mail/e-mail-instellen.html</a>. </p>",Mozilla-assistent,False,0,0
1747577,1521809,2025-07-09T11:52:38.532810Z,2025-07-09T11:52:38.532816Z,"<p>Please clarify the problem, as it seems unclear to me. Are you stating that the 'new message' button is not visible, or something else? Thank you. </p>",davidsk,False,0,0
1747580,1521771,2025-07-09T11:58:48.873509Z,2025-07-09T11:58:48.873533Z,"<p>As you state, Thunderbird does NOT have a whitelisting process. The addressbook only ensures that the messages are not immediately marked as spam. You might check your account online to see if the messages are being flagged prior to being read by Thunderbird. The junk filter needs to be actively monitored and taught, not just for spam, but also for good messages. More info at  <a href=""https://support.mozilla.org/en-US/kb/thunderbird-and-junk-spam-messages"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/thunderbird-and-junk-spam-messages</a> </p>",davidsk,False,0,0
1747582,1521760,2025-07-09T12:12:27.813529Z,2025-07-09T12:12:27.813537Z,"<p>There is no upper limit, although managing such large files puts a strain on the PC resources. I suggest checking within profile to see if there are entries that can be removed, such as any 'nstmp files'.  I suggest NOT zipping the backups unless you do this when Thunderbird is not running. I state that because attempts to import/restore zipped files is a road of failures. If the account is Gmail, I suggest NOT subscribing to AllMail or Import folders, as those are duplicates of other folders and increase disk space and computer resources to send and receive mail. If you want to reduce backup storage space, just exit thunderbird, delete the message folders prior to the backup. On a restore, THunderbird automatically reconstructs them.  My personal approach is periodically purging unneeded messages. That does a lot to keep the folders smaller. Good luck. </p>",davidsk,False,0,0
1747583,1521800,2025-07-09T12:16:14.352179Z,2025-07-09T12:16:14.352186Z,"<p>Please be very specific. What was bold, font during composition or while reading? Can you post screenshots of this? </p>",davidsk,False,0,2
1747585,1521800,2025-07-09T12:21:25.550839Z,2025-07-09T12:21:25.550846Z,"<p>Thanks. </p><p>I'm not talking about opened messages, I'm talking about the lines containing the title of the incoming email. Usually, when I downloaded my email, the titles of new emails were displayed in bold and it was easy to spot them. Now they use the same font as those I've already read. </p>",furio.sassi,False,0,1
1747586,1521800,2025-07-09T12:33:37.617988Z,2025-07-09T12:33:37.617997Z,"<p>You might check settings&gt;General and under 'reading &amp; display', see if the account is set to mark messages Read immediately. </p>",davidsk,False,0,0
1747587,1521807,2025-07-09T12:43:26.260554Z,2025-07-09T12:43:26.260561Z,"<p>I suggest reinstalling. Do NOT uninstall, just install over what is already there. </p>",davidsk,False,0,0
1747588,1521800,2025-07-09T12:44:30.429853Z,2025-07-09T12:51:32.398387Z,"<p>sorry, You're right, I didn't look in the settings because I didn't touch them. The update to the latest version probably changed that setting. Thanks for your help, and sorry. </p><p>edit. </p><p>I activated the option, but it doesn't seem to work :( So far, I've only received the email from the forum, but it was immediately marked as read. I noticed that a small orange icon appears next to the email subject, but that's not what I wanted, and I don't even know if it's an option enabled by some add-on I installed. It would have been much more convenient to have new emails in bold. </p>",furio.sassi,False,1,0
1747589,1521824,2025-07-09T12:44:38.280103Z,2025-07-09T12:44:38.280109Z,<p>Addons that do what? I do not understand your question. Thank you. </p>,davidsk,False,0,0
1747591,1521780,2025-07-09T12:51:49.711678Z,2025-07-09T12:51:49.711685Z,<p>Check to see if you have any disabled addons. I am aware that the addon 'deselect on delete TB78' does that. </p>,davidsk,False,1,0
1747592,1521824,2025-07-09T12:55:59.882538Z,2025-07-09T14:12:00.155185Z,"<p>Sorry, my English is terrible and I use Google Translate :) </p><p>I mean, once I've disabled all the add-ons, the icons on top like ""Write,"" ""Reply,"" and so on are gray. The account tree icons are colored, but honestly, I don't know if it's some inherited option from an add-on I disabled but still works again. </p><p>The question, at the end, is if there are addon that work with the 140 version, that can apply new icons ? :) </p>",furio.sassi,False,0,0
