id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by,operating_system,thunderbird_version
1473144,2024-11-07T00:00:37.963647Z,2024-11-10T15:35:50.336106Z,en-US,thunderbird-android,"Thunderbird for Android - POP Account and Creating local subfolders, Undeleting, and Printing Emails",False,,,False,1687103,1686405;1687103;,email-and-messaging,email-and-messaging;thunderbird-android;,rzernow,"<p>I was very excited to hear about Thunderbird for Android.  I have been using K-9 for years.  My account is a POP account.  I have only 3 gripes with K-9 that I hope are addressed in Thunderbird for Android. </p><p>1)  K-9 does not allow me to create local subfolders to organize my emails.  My inbox is a monster of disorganized emails and so the search option is my only friend. 2)  If I should accidentally delete an email in K-9 I cannot undelete it. 3)  K-9 has never provided a way to directly print emails.  I have to forward the email to my print server. </p><p>Please, can anyone tell me if these deficiencies have been addressed in Thunderbird for Android? </p><p>Many thanks. </p><p>Richard </p>",rzernow;acdp;david868;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36;os:Android Version 9",2,0,4,,,,Android Version 9,
1473156,2024-11-07T03:42:31.032531Z,2024-11-07T03:42:31.032538Z,en-US,thunderbird-android,Confirmation of delete in notifications,False,,,False,,,settings,settings;android;thunderbird-android;,warrendodge,<p>When you look at the notification page pull down in android  </p><p>Expand to see each email Click on one you have the option to delete it This then requests a confirmation  </p><p>Can this confirmation be disabled? </p><p>It looks like the other methods do not require confirmation </p>,warrendodge;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36;os:Android",0,0,0,,,,Android,
1473163,2024-11-07T05:35:40.882048Z,2024-11-09T03:00:30.914164Z,en-US,thunderbird-android,Thunderbird mobile,False,,,False,1686784,1686784;,settings,settings;thunderbird-android;,jydonval1,<p>Bonjour Malgré l'activation des notifications dans les comptes et sur le mobile cela ne fonctionne pas </p>,jydonval1;pkiff;,True,False,False,;useragent:Mozilla/5.0 (Android 12; Mobile; rv:132.0) Gecko/132.0 Firefox/132.0;os:Android 14,1,0,0,,,,Android 14,
1473168,2024-11-07T06:55:19.852970Z,2024-11-07T12:31:47.468354Z,en-US,thunderbird-android,print setting,False,,,False,1686440,1686401;1686440;,settings,settings;thunderbird-android;,andrew8,"<p>When I download an attachment, my version wants to print it every time.  I suspect it's set to default as a hangover from my previous email program. This means if the phone can't find a printer, it won't download, not much use if it's a pdf ticket. How do I change the settings please? </p>",andrew8;acdp;,True,False,False,;useragent:Mozilla/5.0 (Android 13; Mobile; rv:132.0) Gecko/132.0 Firefox/132.0,2,0,0,,,,,
1473169,2024-11-07T06:57:05.149700Z,2024-11-07T06:57:05.149705Z,en-US,thunderbird-android,msg move to an other account,False,,,False,,,email-and-messaging,android;email-and-messaging;thunderbird-android;,patrick.dolbachian,"<p>Hi, tanks for your super job, do you plan to permit moving message to other account ? Tanks, best regards </p>",patrick.dolbachian;,True,False,False,;useragent:Mozilla/5.0 (Android 14; Mobile; rv:132.0) Gecko/132.0 Firefox/132.0;os:android,0,0,1,,,,android,
1473185,2024-11-07T09:14:17.588254Z,2024-12-06T13:26:21.590241Z,en-US,thunderbird-android,contact mamagement,False,,,False,1692432,1686782;1692432;,email-and-messaging,thunderbird;email-and-messaging;,bernard.devos,"<p>I'm now using your android version. I'm a bit disappointed, there's still no contact management. A contactless email program...how stupid! Are you planning to do it soon? </p>",bernard.devos;pkiff;mswal2846;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36 OPR/114.0.0.0 Agency/98.8.7902.77",2,0,7,,,,,
1473186,2024-11-07T09:21:48.937504Z,2024-11-07T11:02:16.423888Z,en-US,thunderbird-android,Thunderbird for android is failing to synchronise data with email servers.,False,,,False,1686420,1686420;,email-and-messaging,email-and-messaging;thunderbird-android;,goosemen,"<p>Thunderbird for android is failing to synchronise data with email servers. Thunderbird for android is the exciting thing for people who prefer privacy and security as a default. But the transition from Top market email providers to thunderbird is not that smooth even after so much of testing the thunderbird android application still legs the reliability people look for a premium email client. The synchronisation with gmail and outlook servers is failing, it has to be manually synchronisation everyday or we don't get the latest emails. This is a headache for users whose work depends upon email communication and they look forward to Mozilla for a private and secure email client. Please I am a big supporter of open source and free internet but we need reliability for professional services. Please fix  Regards A passionate User </p>",goosemen;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36;os:Android 11 running on oppo reno F",1,0,2,,,,Android 11 running on oppo reno F,
1473244,2024-11-07T15:15:47.641698Z,2024-11-07T15:15:47.641703Z,en-US,thunderbird-android,Outlook configuration fails when setting up SMTP/Outgoing Server,False,,,False,,,settings,settings;thunderbird-android;,nick228,"<p>Attempts at configuring Outlook account via Thunderbird for Android always result in an ""Authentication Error"" when setting up the outgoing server.  </p><p>Using default settings: </p><p>Server: <a href=""http://smtp.office365.com"" rel=""nofollow"">smtp.office365.com</a> Security: StartTLS Port: 587 Authentication: OAuth 2.0 Username: <a href=""mailto:xxxx@outlook.com"" rel=""nofollow"">xxxx@outlook.com</a> Client Cert: None </p><p>Detailed message says authentication unsuccessful, but I don't get any errors when I login for the Incoming/IMAP server connection. </p>",nick228;,True,False,False,";useragent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36;os:Pixel 6a running Android 15",0,0,0,,,,Pixel 6a running Android 15,
1473274,2024-11-07T17:45:12.216256Z,2024-11-09T21:52:31.659858Z,en-US,thunderbird-android,Thunderbird Android,False,,,False,1687032,1687032;,email-and-messaging,thunderbird;installation-and-updates;,L8mith1,<p>How do I upgrade to Thunderbird stable from Beta? </p>,L8mith1;plwt;,True,False,False,;useragent:Mozilla/5.0 (Android 15; Mobile; rv:132.0) Gecko/132.0 Firefox/132.0,1,0,0,,,,,
1473294,2024-11-07T19:23:27.346705Z,2024-11-08T04:40:39.171482Z,en-US,thunderbird-android,Deleting trash,False,,,False,1686616,1686616;,settings,settings;android;thunderbird-android;,granpabob1,<p>Is there a way to delete messages from unified accounts?  I find I have to go to each of my 4 accounts separately and then to trash to delete messages. </p>,granpabob1;henrythomas3311;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36;os:Android",1,0,2,,,,Android,
