id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by,operating_system,thunderbird_version
1472521,2024-11-03T02:07:35.703228Z,2025-04-29T15:50:25.529764Z,en-US,thunderbird-android,SPAM filtering?,False,,,False,1728987,1686433;1692254;1702784;1728987;,settings,settings;thunderbird-android;,thunderbird27,"<p>I just installed the Android mobile version of Thunderbird. I was wondering if it supports any form/method of SPAM filtering? If so, how do I access/use it? </p><p>TIA! </p>",thunderbird27;mingle909;SD70;NormanRT;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/26.0 Chrome/122.0.0.0 Mobile Safari/537.36",4,0,25,,,,,
1472533,2024-11-03T04:40:49.559830Z,2024-11-03T04:40:49.559835Z,en-US,thunderbird-android,Mala sent from IMAP account not found,False,,,False,,,email-and-messaging,email-and-messaging;thunderbird-android;,knanirudh,"<p>I have K9 and Thunderbird mail clients for Android installed on my Motorola E series phone running Android 10. GMail and another institutional mail account (IMAP) have been configured on both mail clients. When I compose and send a mail from the institutional mail account from either mail clients, the sent mail is not copied to the sent folder (on the client nor the server), though the email gets sent to the recipients.  Please help resolve this issue. Thank you for designing the wonderful mobile mail clients! </p>",knanirudh;,True,False,False,;useragent:Mozilla/5.0 (Android 10; Mobile; rv:132.0) Gecko/132.0 Firefox/132.0;os:Android10,0,0,0,,,,Android10,
1472544,2024-11-03T09:48:48.271515Z,2024-11-03T09:48:48.271521Z,en-US,thunderbird-android,Syncing deleted emails between Thunderbird Android and desktop versions,False,,,False,,,email-and-messaging,windows-11;email-and-messaging;thunderbird-android;,thunderbirds_are_go,"<p>I have Thunderbird for Android installed on my phone, and Thunderbird Desktop on my laptop. When I delete an email on my phone, the deletion does not then occur automatically on the desktop version. How can I sync deletions? </p><p>Note: </p> <ul><li> I'm using an Outlook account. </li><li> Even if I restart the app on my phone or pull down to refresh my inbox, the deletion does not occur on my phone. </li><li> Conversely, if I delete an email on my laptop, then the deletion will occur on my phone (after refreshing it). </li></ul>",thunderbirds_are_go;,True,False,False,;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:132.0) Gecko/20100101 Firefox/132.0;os:Windows 11,0,0,0,,,,Windows 11,
1472559,2024-11-03T11:04:05.050532Z,2024-11-03T11:04:05.050537Z,en-US,thunderbird-android,Low contrast in some emails/CSS inconsistently applied? (screenshots),False,,,False,,,email-and-messaging,email-and-messaging;thunderbird-android;,AChutney,"<p>Hi :) </p><p>I just wanted to provide info about an issue I'm having using Thunderbird. It's been present in past iterations since I installed a few months ago (before the rebrand), and I thought I'd mention it. </p><p>I'm finding that in dark theme, some text is unreadable due to low contrast (dark text on dark background). I am imagining the email likely has css/html clashing with my preferences? These emails are the only thing I use outlook for these days, as they render okay in there. </p><p>I have included how the email appears in thunderbird, then outlook by way of comparison. </p><p>I hope this is helpful, I'm happy to provide any information I can. :) Thank you for keeping this email client going, I love using it. :) </p><p>Many thanks, </p><p>Adam </p>",AChutney;,True,False,False,;useragent:Mozilla/5.0 (Android 12; Mobile; rv:132.0) Gecko/132.0 Firefox/132.0;os:Android 12,0,0,0,,,,Android 12,
1472572,2024-11-03T13:21:49.431188Z,2024-11-03T13:21:49.431194Z,en-US,thunderbird-android,How to change/sync Google account icons to Thunderbird Android,False,,,False,,,email-and-messaging,mobile;android;accounts;c-sync;i-get-help_1;firefox-1320;,screamingspoon,<p>How can I get my Gmail accounts to sync and retrieve my Google account icons? Or change the icons manually? </p>,screamingspoon;,True,False,False,;useragent:Mozilla/5.0 (Android 15; Mobile; rv:132.0) Gecko/132.0 Firefox/132.0;ff_version:132.0;os:Android,0,0,0,,,,Android,
1472579,2024-11-03T14:24:20.156752Z,2024-11-03T14:24:20.156758Z,en-US,thunderbird-android,Thunderbird for Android,False,,,False,,,email-and-messaging,email-and-messaging;thunderbird-android;,bobismyuncle,"<p>After following the QR process for my email accounts import into Thunderbird for Android (importing from Thunderbird for Windows) only one account is showing all folders. Gmail and Outlook and Yahoo are only showing Outbox, while my Apple email is showing all folders, immediately after importing, none were showing. A full day later, only Apple shows and all others are still showing only Outbox. Apart from removing the app and trying again, any thoughts on why this is happenning? </p>",bobismyuncle;,True,False,False,;useragent:Mozilla/5.0 (X11; Linux x86_64; rv:132.0) Gecko/20100101 Firefox/132.0,0,0,1,,,,,
1472580,2024-11-03T14:26:51.185631Z,2024-11-03T14:26:51.185636Z,en-US,thunderbird-android,Send Email from Thunderbird for Android to a Gmail Account,False,,,False,,,email-and-messaging,thunderbird;email-and-messaging;,tomnolle,"<p>I've tried to use K9 mail and Thunderbird for Android, and with both have had issues sending an email or replying to one and having my email dropped without any notice.  I've found that this happens all the time when I send to my own Gmail account.  I can send from Tbird for Android to another of my own domains on Hostgator.  I can send from my desktop version of Thunderbird to my android version, and to Gmail.  Even if I import the desktop configuration to Android, I can't send from it to Gmail, and no notice of failure comes back.  Any ideas? </p>",tomnolle;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",0,0,0,,,,,
1472600,2024-11-03T17:20:35.762119Z,2024-11-03T17:20:35.762124Z,en-US,thunderbird-android,Unified inbox - ways to identify which account is which?,False,,,False,,,email-and-messaging,email-and-messaging;thunderbird-android;,bukweet6,"<p>First off, thank you very much for creating the Android version of your email program. I am thrilled to death! I use the Unified View for all my accounts and right now all I can see is a little vertical color bar on the left side identifying which account the email is coming into. I would like to see a larger icon or some other larger identifier. Is there a setting that I'm missing to fix that, or is that a setting that has yet to be created? Please let me know. Thank you, and thank you for your hard work! </p>",bukweet6;,True,False,False,;useragent:Mozilla/5.0 (Android 14; Mobile; rv:132.0) Gecko/132.0 Firefox/132.0,0,0,0,,,,,
1472622,2024-11-03T19:35:26.886086Z,2024-11-03T19:35:26.886092Z,en-US,thunderbird-android,How can I see the complete message (with images)  by default,False,,,False,,,settings,settings;android;thunderbird-android;,maavitt,<p>How can I see the complete message conents (with images)  by default </p>,maavitt;,True,False,False,";useragent:Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Mobile Safari/537.36;os:Android",0,0,0,,,,Android,
1472633,2024-11-03T20:47:03.388312Z,2024-12-09T16:59:43.224545Z,en-US,thunderbird-android,"Want the export tool for thunderbird for Android, but having trouble updating to desktop v128.4.x from v115 msix (win11)",False,,,False,1693103,1685739;1686037;1686055;1686657;1686666;1686669;1686855;1686856;1686858;1686862;1686909;1686913;1686948;1686980;1687004;1687020;1687048;1689980;1689987;1690011;1693063;1693103;,installation-and-updates,needsinfo;windows-11;installation-and-updates;thunderbird-android;,ma.pahud,"<p>Hello, I've got the french version of Thunderbird on my laptop. I want to have it now on my smartphone Android. But impossible to find the function ""move to mobile"" in the parameterss... Please help me ! </p>",ma.pahud;wsmwk;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36;os:Windows 11",22,0,0,,,wsmwk,Windows 11,
1472646,2024-11-03T22:43:36.822985Z,2024-11-03T22:43:36.822990Z,en-US,thunderbird-android,Show accounts and folders all the time,False,,,False,,,email-and-messaging,email-and-messaging;thunderbird-android;,theoldwizard1,"<p>I want a column (preferably on the left) that shows all accounts and all folders, just like on the desktop version ! </p>",theoldwizard1;,True,False,False,";useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/130.0.0.0 Safari/537.36",0,0,1,,,,,
