id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by,operating_system,thunderbird_version
1443682,2024-03-31T03:20:19.419526Z,2024-03-31T03:20:19.419533Z,en-US,thunderbird,thunderbird fails to open,False,,,False,,,troubleshooting,fix-problems;,ashley.subscriptions,"<p>this happened after a reboot i forced because the address book failed to work (seemed empty) and thunderbird claimed it couldn't close down </p><p>next thing i know on reboot is dead 'bird </p><p>and all i get is a window with the info shown in the image below </p><p><br> the win10 install suggested errors on the c: drive (since fixed, but the problem remains) </p><p>what is going on and how can i fix it barring a fresh install and losing a lot of interim mail and all my filters i would be happy enough to simply retrieve the profile (and missing emails) and start from scratch </p><p>the only profile with a current date is called ja9848vt.default-release and is a mere 37mb with 706 files  </p><p>is all the previous *.default completely lost? </p>",ashley.subscriptions;,True,False,False,;category:fix-problems;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0;product:thunderbird,0,0,0,,,,,
1443684,2024-03-31T05:33:47.958005Z,2024-03-31T05:33:47.958012Z,en-US,thunderbird,Thunderbird Calendar all day event sometimes displays on wrong day,False,,,False,,,calendar,calendar;,geraldjdurand,"<p>Thunderbird 115.9.0 (64-bit). </p><p>I have my timezone set to manual, Europe. </p><p>I create an event for 30 March 2024 and the time is displaying in my time zone </p><p>I mark it as ALL DAY and it switches to Local Time (not a problem so far) </p><p>If I display the calendar as 1 month starting with 24 March, then the event shows properly on Saturday 30 March </p><p>If I scroll the calendar up to start on 31 March, <strong>now the event shows on 31 March</strong>. </p><p>If I edit the event, it says the timezone is Chicago.   </p><p>Changing the timezone and resaving it doesn't help. </p>",geraldjdurand;,True,False,False,";category:calendar;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 YaBrowser/24.1.0.0 Safari/537.36;product:thunderbird",0,0,1,,,,,
1443692,2024-03-31T11:03:44.726349Z,2024-03-31T16:55:41.219840Z,cs,thunderbird,"Nová pošta se v Thunderbirdu od jisté doby nezobrazuje ve složce ""Doručená pošta"", ale ve složce ""Všechny zprávy"" je zobrazená.",False,,,False,1645121,1645085;1645114;1645121;,installation-and-updates,download-and-install_1;,dimikra,"<p>Nová pošta se v Thunderbirdu od jisté doby nezobrazuje ve složce ""Doručená pošta"", ale ve složce ""Všechny zprávy"" je nová pošta zobrazená spolu s odeslanými, uloženými atd...  Ve složce ""Doručená pošta"" je vidět jen několik starých emailů, ale žádný nový se v ní už delší dobu neukazuje. Prosím o pomoc co s tím. Děkuji.  DK. </p>",dimikra;Ansamb;,True,False,False,;category:download-and-install;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0;product:thunderbird,3,0,1,,,,,
1443700,2024-03-31T14:08:02.619683Z,2024-03-31T14:08:02.619692Z,en-US,thunderbird,Lost emails,False,,,False,,,other,other;,dielevrouw,"<p>In my email acoount: <a href=""mailto:dielevrouw@zeelandnet.nl"" rel=""nofollow"">dielevrouw@zeelandnet.nl</a> I lost some emails; all the emails in the period 17 February-11 March 2024 are gone.  Also in the period  4 february-12 february mails are missing. I wonder if there is a possibility to ""get them back"". I certainly did NOT archive them or delete them. I never had this before.  Zeelandnet cannot help me. I hope you can..... </p><p>Kind regards, Mrs. Irene Dieleman, the Netherlands </p>",dielevrouw;,True,False,False,";category:other;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36;product:thunderbird",0,0,0,,,,,
1443701,2024-03-31T14:14:37.833915Z,2024-03-31T22:20:06.999745Z,en-US,thunderbird,Retention policy ignored,False,,,False,1645158,1645158;,troubleshooting,fix-problems;,dog3,"<p>I'm having a problem with the retention policy. Many times, not all the time, the changes to the policy are ignored. I recently removed the ""star"" from several e-mails in a folder that were older than the defined retention time of 60 days but the emails are still in the folder. I just lowered the retention definition in another folder from 30 days to 10 days but the older emails are still in the folder however, in a different folder, when I changed the settings from 120 days to 60 days, the older emails disappeared almost immediately.  Is there something I can do to force the folder to behave . </p>",dog3;MattAuSupport;,True,False,False,";category:fix-problems;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36;product:thunderbird",1,0,0,,,,,
1443705,2024-03-31T16:13:03.494176Z,2024-03-31T16:29:13.183113Z,en-US,thunderbird,change my email address on my Thunderbird account & import contact info/address book & emails,False,,,False,1645118,1645118;,other,other;,ringjane48,<p>Please see Subject line above </p>,ringjane48;davidsk;,True,False,False,";category:other;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36;product:thunderbird",1,0,0,,,,,
1443706,2024-03-31T16:15:03.654304Z,2024-04-03T01:44:29.461859Z,es,thunderbird,COMO CONSERVAR MENSAJES EN EL SERVIDOR SI LOS MUEVO A UNA CARPETA LOCAL,False,,,False,1645397,1645397;,other,other;,esthermgarciagil,"<p>Saludos!, tengo una carpeta local en mozilla Thunderbird hacia donde muevo correos resueltos o leídos no tiene ningun servidor es simplemente para organizar, pero si muevo los correos, se borran del servidor de entrada, por ejemplo recibo un correo de gmail, y lo paso a ESPERA (carpeta local), desaparecen del servidor gmail, cómo puedo conservarlos en el servidor aunque los mueva en thunderbird? gracias!!! </p>",esthermgarciagil;pcp04;,True,False,False,";category:other;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36;product:thunderbird",1,0,0,,,,,
1443709,2024-03-31T17:45:56.236610Z,2024-04-11T08:43:46.805541Z,es,thunderbird,Correos duplicados en dos cuentas de correo diferentes que actúan como uno solo,True,1646050,pcp04,False,1646783,1646050;1646783;,troubleshooting,fix-problems;,Carlocosr,"<p>Tengo <strong>Thunderbird </strong>configurado con 4 correos. Pues bien, dos de ellos están duplicando los correos. Cuando me llega un correo a la bandeja del <strong>correo A </strong>también me llega a la bandeja del <strong>correo B</strong> (aunque el destinatario es el <strong>correo A</strong>).  Incluso si borro el correo ""duplicado"" de la bandeja del correo B también se borra de la bandeja del correo A y viceversa. </p><p>Correo A de Hotmail Correo B de Gmail </p>",Carlocosr;pcp04;,True,False,False,";category:fix-problems;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/123.0.0.0 Safari/537.36;product:thunderbird;solver_id:5867365",2,0,0,,,,,
1443710,2024-03-31T17:58:48.194374Z,2024-04-01T11:26:02.581580Z,en-US,thunderbird,Can't send emails anymore from Hotmail account,False,,,False,1645197,1645133;1645136;1645188;1645197;,other,other;,hjrose,"<p>I can no longer send emails from one of my Hotmail accounts. At some stage I stopped being able to send or receive with this account; I fixed the receiving end by changing the authentication details but I can't find a fix for sending. </p><p>The error given is: </p><p>Login to server <a href=""http://smtp-mail.outlook.com"" rel=""nofollow"">smtp-mail.outlook.com</a> with username xxxxxxx failed. </p><p>I've checked the password and SMTP settings and they are correct (Server name: <a href=""http://smtp-mail.outlook.com"" rel=""nofollow"">smtp-mail.outlook.com</a>, port: 587, connection security: STARTTLS, authentication method: normal password). </p><p>Any ideas?! </p>",hjrose;davidsk;MattAuSupport;,True,False,False,;category:other;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0;product:thunderbird,4,0,0,,,hjrose,,
1443711,2024-03-31T18:16:51.369000Z,2024-03-31T18:29:15.302857Z,en-US,thunderbird,Changing my preview pane back to seeing it on the same line.,False,,,False,1645135,1645135;,settings,customize;,doyle_10,"<p>For some reason, the preview pane changed. I didn't knowingly  make any adjustments but I may have.  The sender, subject, received date, etc used to be on the same line in the preview pane. Now is shows Subject and who its from, one below the other.  </p><p>Does anyone have any suggestions on how I can reverse this back to the way it was? </p>",doyle_10;davidsk;,True,False,False,;category:customize;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:124.0) Gecko/20100101 Firefox/124.0;product:thunderbird,1,0,1,,,,,
