id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by,operating_system,thunderbird_version
1404804,2023-02-10T00:32:25Z,2023-02-10T02:03:06Z,it,thunderbird,mittente vs indirizzo email,False,,,False,1564958,1564958;,settings,customize;,com.pere,"<p>C'è un modo per visualizzare l'indirizzo email del mittente nella relativa colonna al posto del inutilissimo ""nome visualizzato"" che serve solo agli spammer per nascondersi? E se non c'è (e dalle mie ricerche parrebbe proprio che non ci sia), cosa aspettate ad implementarlo? </p><p>Ciao e grazie. </p>",com.pere;@next;,True,False,False,;category:customize;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0;product:thunderbird,1,0,0,,,,,
1404806,2023-02-10T01:33:51Z,2023-02-10T01:33:51Z,en-US,thunderbird,Thunderbird email app issues with doctors.org.uk email address,False,,,False,,,other,other;,klsellick,"<p>I'm having real issues with my thunderbird email app (both on laptop and K-9 Mail phone app) and my <a href=""http://doctors.org.uk"" rel=""nofollow"">doctors.org.uk</a> (<a href=""http://doctors.net"" rel=""nofollow"">doctors.net</a>) email address. It's a new problem since changing laptops. The email worked fine initially, and still does sometimes, and the incoming/outgoing server settings are correct - I've checked repeatedly. However most days now I am having issues either signing in, or the server syncing, I'm not really sure what is going on. I get an error message saying login has failed, and am asked to put my password in again, but this happens repeatedly, sometimes up to ten times, and sometimes it then starts to work, other times I have to give up and use the web browser option. It's getting very frustrating now as I just want to be able to access my work emails!!! </p><p>On K-9 Mail app, I get a slightly different error message saying  ""Setup could not finish Username or password incorrect. (Command: *sensitive*, response: </p> <ol><li>3# [NO, too many concurrent connections to this account]) </li></ol> <p>Anyone have any idea what the problem is and how I fix it?? </p><p>Thanks </p>",klsellick;,True,False,False,;category:other;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0;product:thunderbird,0,0,0,,,,,
1404814,2023-02-10T04:31:54Z,2023-02-10T05:34:17Z,en-US,thunderbird,How to delete drafts folders from local folder?,True,1564975,venzuu,False,1564975,1564971;1564975;,settings,customize;,venzuu,<p>How to delete drafts folders from local folder? I cant delete them and there is no answer all over internet. Please help! </p>,venzuu;davidsk;,True,False,False,";category:customize;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36;product:thunderbird;solver_id:5073075",2,0,1,,,,,
1404818,2023-02-10T05:29:56Z,2023-02-10T06:52:38Z,it,thunderbird,thunderbird 102,True,1564981,,False,1564981,1564979;1564981;1791522;,settings,customize;,,"<p>salve, uso thunderbird per la posta e ho la versione 102. Volevo cambiare temi e componenti aggiuntivi ma per questa versione non ce ne sono installabili. </p><p>ce ne saranno disponibili a breve? </p><p>Grazie. </p><p>Luigi. </p>",'@next;,True,True,False,;category:customize;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0;product:thunderbird;solver_id:5073180,2,0,0,,,,,
1404822,2023-02-10T06:31:06Z,2023-02-10T06:59:18Z,en-US,thunderbird,Can't get Archiving with Gmail to work according to Mozilla article,True,1564982,pjhenry1216,False,1564982,1564982;,settings,customize;,pjhenry1216,"<p>Supposedly, according to this article: <a href=""https://support.mozilla.org/en-US/kb/thunderbird-and-gmail#w_archiving-messages"" rel=""nofollow"">https://support.mozilla.org/en-US/kb/thunderbird-and-gmail#w_archiving-messages</a> , I should be able to set Archiving to simply ""All Mail"" so that it matches Gmail's way of archiving (ie, just has zero labels). However, that option doesn't show up for me. I can't even force it by selecting 'All Mail' as an IMAP folder as its not listed as being available to subscribe to. I've checked my Gmail settings on the web and IMAP is enabled and there isn't anything further to set. I'd like ""Archive"" to work like Archive in Gmail. And not that i'm entirely considering it, why can't I subscribe to ""All Mail"" if I wanted (so i could theoretically search all mail locally, etc). I've attached a screenshot of what Mozilla says I should set Archive to, but I simply can't find ""All Mail"". </p>",pjhenry1216;,True,False,False,;category:customize;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0;product:thunderbird;solver_id:4839805,1,0,0,,,,,
1404823,2023-02-10T06:39:05Z,2023-02-10T08:01:31Z,en-US,thunderbird,Thunderbird error message,False,,,False,1564985,1564985;,other,other;,wb2yqh,"<p>Using Thunderbird to access Verizon account on AOL server.  Suddenly 2 of my sub accounts will not send outgoing emails on one computer. Tried deleting one account and reinstalling. Did not make any difference Here is error message that pops up immediately after hitting ""send"": ""Sent error message  Sending of message failed. An error occurred sending mail. The mail server responded: Request failed. Mailbox unavailable. Verify that your email address is correct in your account settings and try again.""  I can send when on AOL server direct, but not with TB. Have not changed anything. It was a real bear to reinstall the account with their app password requirement for third party apps. It is set up ass IMAP. How do I get this fixed? </p>",wb2yqh;,True,False,False,;category:other;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0;product:thunderbird,1,0,0,,,,,
1404829,2023-02-10T07:59:49Z,2023-02-10T09:04:03Z,en-US,thunderbird,lost thunderbird executable file,False,,,False,1564991,1564991;,other,other;,kaye6,"<p>Can't find thunderbird executable as of today: Windows 10, T-bird 102.7.2, PC Matic I know it's there because I can use a mailto: link. But I need to create another shortcut to it  and I can't find the executable. Or the previous shortcut. </p>",kaye6;davidsk;,True,False,False,";category:other;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36;product:thunderbird",1,0,0,,,,,
1404830,2023-02-10T08:00:23Z,2023-12-10T01:16:48.636870Z,en-US,thunderbird,Thunderbird crashes on start,False,,,False,1623259,1564989;1565005;1565008;1565009;1565010;1565382;1565459;1623259;1789695;,troubleshooting,fix-problems;,,"<p>My Thunderbird crashes within a second of starting in normal and safe modes. I have checked compatability with security software, managed to exclude add-ons/extensions, deleted and reloaded (keeping profile and messages) and have run out of ideas. All e-mails are fine on webmail. Can anyone help? Thanks. </p><p>I should add the crash reports: bp-88888a4a-fc16-4f38-ae7b-f46680230210 bp-570f804d-f210-4364-bbda-52d7d0230210 bp-c4d73eef-5e8e-41d3-9a88-6fee90230210 bp-77436125-b10b-4619-b2ad-c67c10230210 bp-e43904a0-3775-4dc2-9dea-37c320230210 </p>",sfhowes;wsmwk;,True,True,False,;category:fix-problems;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0;product:thunderbird,8,0,0,,,,,
1404833,2023-02-10T08:22:08Z,2023-02-11T07:10:09Z,en-US,thunderbird,How to make delivery status notification the default in TB 102.7.2?,False,,,False,1565110,1564990;1565110;,settings,customize;,ArtKendall,"<p>I asked a similar question in the past for an earlier version but did not understand the reply. I have &lt;return receipt&gt; permanently  turned on. However, many email systems do not seem to allow return receipts. I sometimes forget to click &lt;options&gt; &lt;delivery status notification&gt; before I click &lt;send&gt;.  Is there a way to set &lt;delivery status notification&gt; as the default? I am using TB 102.7.2 (32-bit) on Microsoft Windows 10 Home Version 10.0.19045 Build 19045 </p>",ArtKendall;davidsk;,True,False,False,;category:customize;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/109.0;product:thunderbird,2,0,0,,,,,
1404836,2023-02-10T08:42:21Z,2023-02-12T02:01:57Z,en-US,thunderbird,Add Security Extension Spam Pop-Up/ Thunderbird not working entirely,False,,,False,1565215,1565093;1565202;1565215;,troubleshooting,fix-problems;,info8705,"<p>When I first opened Thunderbird this morning I had several Add Security Extensions pop up in various parts of my screen. It states ""you are about to override how Thunderbird identifies this site"". At first I wasn't able to click out of them by hitting ""cancel"" but after waiting a few minutes, I can click cancel. </p><p>I haven't made any changes to any settings since the last time I accessed Thunderbird.  </p><p>Other new strange things happened after opening Thunderbird: Cannot click ""X"" out of windows, nor can I minimize or maximize windows Messages taking extremely long to send Cannot see access any options under ""Thunderbird"" drop-down menu except ""Services"" </p><p>Thanks for your help </p>",info8705;christ1;,True,False,False,;category:fix-problems;useragent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:109.0) Gecko/20100101 Firefox/109.0;product:thunderbird,3,0,0,,,,,
