id,created,updated,locale,product,title,is_solved,solution,solved_by,is_spam,last_answer,answers,topic,tags,creator,content,involved,is_archived,is_locked,is_taken,metadata,num_answers,num_votes_past_week,num_votes,taken_until,taken_by,updated_by,operating_system,thunderbird_version
1424965,2023-09-24T00:36:55Z,2023-09-24T06:35:33Z,en-US,thunderbird,115 Supernova unhappy,False,,,False,1605834,1605834;,installation-and-updates,download-and-install_1;,kimotto,"<p>Hi, </p><p>I just wanted to say that I dislike the 115 version and, for the first time, I've gone back to the previous 102 version. I'm so desperate, I even re-installed Outlook to see if it has improved in the meantime. </p><p>Actual question is: will newer versions go back to a sensible layout, as in pre-Supernova? If so, how can I know, since from now on I am rejecting any automatic updates?  </p><p>Pls consider this constructive criticism, and I'm really interested in knowing if you will develop something more similar to past versions. </p><p>Thanks and regards, Kim </p>",kimotto;davidsk;,True,False,False,";category:download-and-install;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36;product:thunderbird",1,0,6,,,,,
1424966,2023-09-24T00:37:17Z,2023-09-26T09:24:59Z,en-US,thunderbird,Can receive but cannot send emails,False,,,False,1606264,1605863;1605954;1605958;1605959;1606264;,troubleshooting,fix-problems;,cn04,"<p>Over the last 6 months or so, failures to send email were occurring sporadically with Thunderbird for my wife's account with Comcast. Hitting the retry button on the popup or clicking the x button would at times result in sending the email. Presently, this does not work, nor does the option of entering the password when the prompt occurs during attempted sends. </p><p>Current version of TB is 115.2.2 (64-bit). SMTP port is 465, normal password and SSL/TLS and protocol is POP. </p><p>With mailnews.smtp.loglevel set to All, the console repots the following: </p><p>mailnews.smtp: Authentication failed: Temporary Failure (AEAA:4) SmtpClient.jsm:744:19 mailnews.send: Sending failed; Unable to authenticate to Outgoing server (SMTP) <a href=""http://smtp.comcast.net"" rel=""nofollow"">smtp.comcast.net</a>. Please check the password and verify the 'Authentication method' in 'Account Settings | Outgoing server (SMTP)'., exitCode=2153066805, originalMsgURI=mailbox-message://nobody@Local%20Folders/Drafts-username%40comcast.net#1 MessageSend.jsm:362:32 mailnews.smtp: Closing connection... SmtpClient.jsm:153:17 mailnews.smtp: Connecting to smtp://smtp.comcast.net:465 SmtpClient.jsm:123:19 mailnews.smtp: Connected SmtpClient.jsm:387:17 mailnews.smtp: S: 220 <a href=""http://resomta-h1p-027910.sys.comcast.net"" rel=""nofollow"">resomta-h1p-027910.sys.comcast.net</a> <a href=""http://resomta-h1p-027910.sys.comcast.net"" rel=""nofollow"">resomta-h1p-027910.sys.comcast.net</a> ESMTP server ready </p><p>SmtpClient.jsm:416:17 mailnews.smtp: C: EHLO [192.168.1.13] SmtpClient.jsm:591:19 mailnews.smtp: S: <a href=""http://250-resomta-h1p-027910.sys.comcast.net"" rel=""nofollow"">250-resomta-h1p-027910.sys.comcast.net</a> hello [73.194.144.239], pleased to meet you </p><p>250-HELP </p><p>250-AUTH LOGIN PLAIN XOAUTH2 </p><p>250-SIZE 36700160 </p><p>250-ENHANCEDSTATUSCODES </p><p>250-8BITMIME </p><p>250 OK </p><p>SmtpClient.jsm:416:17 mailnews.smtp: Possible auth methods: PLAIN,LOGIN SmtpClient.jsm:878:17 mailnews.smtp: Current auth method: PLAIN SmtpClient.jsm:631:17 mailnews.smtp: Authentication via AUTH PLAIN SmtpClient.jsm:646:21 mailnews.smtp: Socket closed. SmtpClient.jsm:498:17 mailnews.smtp: Authentication failed: Socket closed. SmtpClient.jsm:703:17 mailnews.smtp: Connecting to smtp://smtp.comcast.net:465 SmtpClient.jsm:123:19 mailnews.smtp: Connected SmtpClient.jsm:387:17 mailnews.smtp: S: 220 <a href=""http://resomta-c1p-023268.sys.comcast.net"" rel=""nofollow"">resomta-c1p-023268.sys.comcast.net</a> <a href=""http://resomta-c1p-023268.sys.comcast.net"" rel=""nofollow"">resomta-c1p-023268.sys.comcast.net</a> ESMTP server ready </p><p>SmtpClient.jsm:416:17 mailnews.smtp: C: EHLO [192.168.1.13] SmtpClient.jsm:591:19 mailnews.smtp: S: <a href=""http://250-resomta-c1p-023268.sys.comcast.net"" rel=""nofollow"">250-resomta-c1p-023268.sys.comcast.net</a> hello [73.194.144.239], pleased to meet you </p><p>250-HELP </p><p>250-AUTH LOGIN PLAIN XOAUTH2 </p><p>250-SIZE 36700160 </p><p>250-ENHANCEDSTATUSCODES </p><p>250-8BITMIME </p><p>250 OK </p><p>SmtpClient.jsm:416:17 mailnews.smtp: Possible auth methods: PLAIN,LOGIN SmtpClient.jsm:878:17 mailnews.smtp: Current auth method: PLAIN SmtpClient.jsm:631:17 mailnews.smtp: Authentication via AUTH PLAIN SmtpClient.jsm:646:21 mailnews.smtp: Socket closed. SmtpClient.jsm:498:17 mailnews.smtp: Authentication failed: Socket closed. SmtpClient.jsm:703:17 mailnews.smtp: Authentication failed: Socket closed. SmtpClient.jsm:744:19 mailnews.send: Sending failed; Unable to authenticate to Outgoing server (SMTP) <a href=""http://smtp.comcast.net"" rel=""nofollow"">smtp.comcast.net</a>. Please check the password and verify the 'Authentication method' in 'Account Settings | Outgoing server (SMTP)'., exitCode=2153066805, originalMsgURI=mailbox-message://nobody@Local%20Folders/Drafts-username%40comcast.net#1 MessageSend.jsm:362:32 mailnews.smtp: Closing connection... SmtpClient.jsm:153:17 mailnews.smtp: Failed to send ""AUTH PLAIN AGxpbmRhLm5vd2lja2lAY29tY2FzdC5uZXQAazhpNSt0MFwsOX1H"" because socket state is closed SmtpClient.jsm:579:21 NS_ERROR_ABORT: Password dialog canceled SmtpServer.jsm:282 Element.releaseCapture() is deprecated. Use Element.releasePointerCapture() instead. For more help <a href=""https://developer.mozilla.org/docs/Web/API/Element/releasePointerCapture"" rel=""nofollow"">https://developer.mozilla.org/docs/Web/API/Element/releasePointerCapture</a> 2 menupopup.js:160:13 </p><p>I have other email accounts that work correctly with comcast as POP and Imap in my accounts on several Windows 11 computers. My wife's account otherwise works correctly with Comcast's email tool accessed through a browser. In the log file above, ""username"" is substituted for the actual user name. </p><p>Please interpret what is happening and advise what actions might be appropriate to resolve the problem sending email with Thunderbird. </p>",cn04;Toad-Hall;sfhowes;,True,False,False,;category:fix-problems;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/117.0;product:thunderbird,5,0,0,,,,,
1424967,2023-09-24T00:37:54Z,2024-01-29T22:40:46.437944Z,en-US,thunderbird,Accounts & folder Selection,False,,,False,1633932,1605853;1605973;1606249;1619634;1619682;1633932;,other,other;,abuaaws58,<p>Dear all; </p><p>My Problem in brief is that when i updated my Thunderbird to the new version 115.2.3  I faced big problem which is - </p><p>- cant select more than email at one time by using </p><pre>Ctrl - and by any way - shift and arrows in keyboard also didn't work- - this was fine in older version </pre> <p>- cant select multiple folders -also didn't work- this was fine in older version </p><p>- if this is new limitation from thunderbird i will not be solved - i will move to outlook faster . </p><p>big Reg please help&gt; </p>,abuaaws58;Toad-Hall;MBECU;bkny;,True,False,False,";category:other;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36;product:thunderbird",6,0,5,,,,,
1424969,2023-09-24T01:32:56Z,2024-04-05T07:16:04.843555Z,en-US,thunderbird,Message after starting thunderbird,False,,,False,1645724,1645724;,other,other;,olaf3,"<p>Hello, </p><p>since several days i'm getting a message to install the virus.app TotalAV instantaneously after starting thunderbird ... this message is obviously not linked to a message in the mailing list (there is no mail header) ... it seems to be a mail independant fake and phishing message. I can't identify it or erase it or at least shift it to a junk folder. </p><p>What's  your idea ... thanx a lot. </p><p>You can find the german message as an appendix ... if there are difficulties to understand it ... i would translate it. </p>",olaf3;wsmwk;,True,False,False,;category:other;useragent:Mozilla/5.0 (Macintosh; Intel Mac OS X 10.15; rv:109.0) Gecko/20100101 Firefox/117.0;product:thunderbird,1,0,0,,,,,
1424978,2023-09-24T03:59:18Z,2023-09-29T13:52:26Z,en-US,thunderbird,How do I get rid of a surplus section of 'Local Folders'?,True,1607032,u.i.hill,False,1607032,1605821;1605829;1605854;1605987;1606097;1606130;1606986;1607032;,other,other;,u.i.hill,"<p>I tried to get rid of an additional and interfering 'Local Folders. According to a helpful article, I should deal with that in 'Server Settings.'  </p><p>My Server Settings are in  'Account Settings' and only give connection instructions. It makes me surmise that there is something wrong that I won't be able to put right. </p><p>At least, understanding the problem makes me careful about checking for emails in odd places before complaining about my correspondent not responding. </p><p>However, is there something I could do without losing the main structure of Local Folders? With thanks, Ulrike </p>",u.i.hill;christ1;,True,False,False,";category:other;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Safari/537.36;product:thunderbird;solver_id:3239064",8,0,0,,,,,
1424979,2023-09-24T04:19:55Z,2023-09-25T01:33:11Z,it,thunderbird,Mancata attivazione link,False,,,False,1605984,1605984;,troubleshooting,fix-problems;needsinfo;,pietrastore48,"<p>Buongiorno, non so come ma dopo aver scaricato la corrispondenza non si attivano più i link contenuti nella stessa. Non avendo conoscenze tali da poter risolvere il problema, chiedo aiuto a chiunque volesse dedicarmi un po del su tempo e conoscenza. Grazie. </p>",pietrastore48;@next;,True,False,False,";category:fix-problems;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36;product:thunderbird",1,0,0,,,,,
1424983,2023-09-24T05:43:41Z,2024-04-05T07:15:25.126564Z,en-US,thunderbird,Moved Folders in Thunderbird; now Thunderbird deletes them secodns after opening,False,,,False,1645723,1645723;,other,other;,Sinaku,"<p>I have been using Thunderbird for years without any major issues. I started yesterday receiving a message that it could not write emails due to not enough space, etc. A lot of searching on the web and it seemed the best solution was to re-add my gmail account as an IMAP account rather than POP, which I did. Emails now worked correctly coming in. </p><p>I have a large number of folders organizing my emails under my original profile. Within Firefox, I moved them from my POP email to my IMAP email. I waited to make sure this was done successfully, as it would count through them at the bottom of the screen. Once this was done, I deleted the POP account. </p><p>Today, I opened Thunderbird and a lot of the folders are missing. The internet has been very little help, but I did manage to locate them in the Mail folder of the profile folders. If I move them to the corresponding location in the ImapMail folder (the msf and the file with no extension) they show up for a second in Thunderbird, then not just disappear, they are literally deleted from my hard drive. </p><p>Please help me get these emails back. Even if I have to find some way to make them readable outside of Thunderbird, that's fine. These are records I need to have access to. </p><p>It should not take rocket science to move a folder and I am seriously considering a different client now. </p>",Sinaku;wsmwk;,True,False,False,;category:other;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/117.0;product:thunderbird,1,0,0,,,,,
1424992,2023-09-24T08:25:56Z,2023-09-24T08:25:56Z,en-US,thunderbird,Feature Idea: Zooming the Thunderbird Calendar,False,,,False,,,settings,customize;,survellow,"<p>Hi there, </p><p>I don't know if this is the best place to post an idea for Mozilla Thunderbird. For a long time I have been looking for a feature that would allow me to fit more time on one page of my calendar (in week view). I recently discovered the correct setting to change the number of hours displayed. </p><p>I've always tried using Ctrl+Mouse Wheel to zoom in and out, but it didn't change anything. I thought it would be a nice idea to map the above setting to the Ctrl+Wheel combination for zooming in and out, so you don't have to search through the settings. </p><p>Do you have any experience with this or is there an addon for this? </p><p>Thanks in advance </p>",survellow;,True,False,False,;category:customize;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/118.0;product:thunderbird,0,0,3,,,,,
1424995,2023-09-24T08:49:34Z,2023-09-24T08:49:34Z,en-US,thunderbird,"when installing Thunderbird iam asked for a ""new"" password but the ne password I write in is not taken?",False,,,False,,,installation-and-updates,download-and-install_1;,jrmrz645,<p>Where in the the Thunderbird support page do I find the answer? </p>,jrmrz645;,True,False,False,;category:download-and-install;product:thunderbird,0,0,0,,,,,
1424996,2023-09-24T08:55:12Z,2023-09-24T08:55:12Z,en-US,thunderbird,cannot recieve mail on rob003@mail.uk....  it has been ok for 5 years,False,,,False,,,troubleshooting,fix-problems;,rsward003,"<p>I have an email <a href=""mailto:Rob003@mail.uk"" rel=""nofollow"">Rob003@mail.uk</a> for the past 3/4 days have not recieved any emails...... i can send ok.  I have had this address for quite a few years, for some reason mails have stopped. </p>",rsward003;,True,False,False,;category:fix-problems;useragent:Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/117.0;product:thunderbird,0,0,0,,,,,
